Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
12-Oxo phytodienoic acid,18.542_275.20056_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,15.507_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,15.507_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,15.507_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-prop-2-ynoyloxydodecyl Prop-2-ynoate,17.074_307.19022_RP,L3,C18H26O4,NA,NA,NA,NA
13(S)-HOTrE,16.118_295.22676_RP,L2,C18H30O3,cpd:C16316,"13(S)-HOT;(9Z,11E,15Z)-(13S)-Hydroxyoctadeca-9,11,15-trienoate;(9Z,11E,15Z)-(13S)-13-Hydroxyoctadeca-9,11,15-trienoic acid;(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid;13(S)-HOTrE",C18H30O3,alpha-Linolenic acid metabolism
13(S)-HOTrE,17.207_295.22668_RP,L2,C18H30O3,cpd:C16316,"13(S)-HOT;(9Z,11E,15Z)-(13S)-Hydroxyoctadeca-9,11,15-trienoate;(9Z,11E,15Z)-(13S)-13-Hydroxyoctadeca-9,11,15-trienoic acid;(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid;13(S)-HOTrE",C18H30O3,alpha-Linolenic acid metabolism
13(S)-HOTrE,16.829_295.22675_RP,L2,C18H30O3,cpd:C16316,"13(S)-HOT;(9Z,11E,15Z)-(13S)-Hydroxyoctadeca-9,11,15-trienoate;(9Z,11E,15Z)-(13S)-13-Hydroxyoctadeca-9,11,15-trienoic acid;(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid;13(S)-HOTrE",C18H30O3,alpha-Linolenic acid metabolism
"15-Deoxy-Δ12,14-prostaglandin D2",18.98_317.21103_RP,L2,C20H30O4,NA,NA,NA,NA
17-(hydroxyamino)-17-oxoheptadecanoic acid,18.195_316.24817_RP,L3,C17H33NO4,NA,NA,NA,NA
2'-Deoxyadenosine,6.175_252.10909_RP,L1,C10H13N5O3,cpd:C00131,dATP;2'-Deoxyadenosine 5'-triphosphate;Deoxyadenosine 5'-triphosphate;Deoxyadenosine triphosphate,C10H16N5O12P3,Purine metabolism
2'-Deoxyadenosine,6.175_252.10909_RP,L1,C10H13N5O3,cpd:C00131,dATP;2'-Deoxyadenosine 5'-triphosphate;Deoxyadenosine 5'-triphosphate;Deoxyadenosine triphosphate,C10H16N5O12P3,Metabolic pathways
2'-Deoxyadenosine,6.175_252.10909_RP,L1,C10H13N5O3,cpd:C00131,dATP;2'-Deoxyadenosine 5'-triphosphate;Deoxyadenosine 5'-triphosphate;Deoxyadenosine triphosphate,C10H16N5O12P3,Nucleotide metabolism
2'-Deoxycytidine,2.493_228.09787_RP,L1,C9H13N3O4,cpd:C00239,dCMP;Deoxycytidylic acid;Deoxycytidine monophosphate;Deoxycytidylate;2'-Deoxycytidine 5'-monophosphate,C9H14N3O7P,Pyrimidine metabolism
2'-Deoxycytidine,2.493_228.09787_RP,L1,C9H13N3O4,cpd:C00239,dCMP;Deoxycytidylic acid;Deoxycytidine monophosphate;Deoxycytidylate;2'-Deoxycytidine 5'-monophosphate,C9H14N3O7P,Metabolic pathways
2'-Deoxycytidine,2.493_228.09787_RP,L1,C9H13N3O4,cpd:C00239,dCMP;Deoxycytidylic acid;Deoxycytidine monophosphate;Deoxycytidylate;2'-Deoxycytidine 5'-monophosphate,C9H14N3O7P,Nucleotide metabolism
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole",13.946_269.13596_RP,L3,C15H16N4O,NA,NA,NA,NA
2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,16.777_275.12541_RP,L3,C17H14N4,NA,NA,NA,NA
2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,1.4_275.12374_RP,L3,C17H14N4,NA,NA,NA,NA
2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,1.141_275.12378_RP,L3,C17H14N4,NA,NA,NA,NA
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,9.602_265.15468_RP,L2,C14H20N2O3,NA,NA,NA,NA
2-(2-aminohexanamido)pentanoic acid,1.415_231.17028_RP,L3,C11H22N2O3,NA,NA,NA,NA
2-(2-aminopentanoylamino)-4-methylpentanoic acid,1.661_231.17031_RP,L3,C11H22N2O3,NA,NA,NA,NA
"2-(4-methyl-2,3,5,6,7,7a-hexahydro-1H-inden-5-yliden)hydrazine-1-carboxamide",3.554_246.09707_RP,L3,C11H17N3O,NA,NA,NA,NA
"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",2.171_321.11566_RP,L2,C18H16N4S,NA,NA,NA,NA
"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",1.85_321.11566_RP,L2,C18H16N4S,NA,NA,NA,NA
"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",2.917_321.11563_RP,L2,C18H16N4S,NA,NA,NA,NA
"2-(methylaminomethyl)propane-1,3-diol",1.02_120.10189_RP,L3,C5H13NO2,NA,NA,NA,NA
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide",2.182_349.11062_RP,L3,C15H22N2O5,NA,NA,NA,NA
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide",1.661_349.11052_RP,L3,C15H22N2O5,NA,NA,NA,NA
2-[[1-(2-amino-3-methylpentanoyl)pyrrolidine-2-carbonyl]amino]butanedioic acid,8.187_344.18163_RP,L3,C15H25N3O6,NA,NA,NA,NA
2-[[1-(2-amino-4-methylpentanoyl)pyrrolidine-2-carbonyl]amino]acetic acid,8.003_286.17614_RP,L3,C13H23N3O4,NA,NA,NA,NA
2-[[1-(2-aminopropanoyl)pyrrolidine-2-carbonyl]amino]-4-methylpentanoic acid,8.172_300.19175_RP,L3,C14H25N3O4,NA,NA,NA,NA
2-[[2-[(2-amino-4-carboxybutanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid,11.249_360.21296_RP,L3,C16H29N3O6,NA,NA,NA,NA
"2-[4-(tert-butyl)-2,3-dihydro-1,3-thiazol-2-yliden]-3-oxobutanenitrile",14.32_223.09406_RP,L2,C11H14N2OS,NA,NA,NA,NA
2-acetamido-N-(3-ethyl-2-hydroxypentyl)-3-(1H-indol-3-yl)propanamide,10.834_360.22802_RP,L3,C20H29N3O3,NA,NA,NA,NA
2-amino-4-ethylsulfinylbutanoic acid,1.343_180.06893_RP,L3,C6H13NO3S,NA,NA,NA,NA
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Lysine biosynthesis
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Lysine degradation
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Penicillin and cephalosporin biosynthesis
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Metabolic pathways
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Biosynthesis of secondary metabolites
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Microbial metabolism in diverse environments
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,2-Oxocarboxylic acid metabolism
2-Aminoadipic acid,1.313_162.07613_RP,L2,C6H11NO4,cpd:C00956,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,C6H11NO4,Biosynthesis of amino acids
2-Aminoisobutyric acid,1.243_104.07059_RP,L1,C4H9NO2,cpd:C03665,2-Amino-2-methylpropanoate;2-Aminoisobutyric acid,C4H9NO2,NA
"2-aminooxy-3,4,5,6-tetrahydroxyhexanoic acid",1.184_212.07644_RP,L3,C6H13NO7,NA,NA,NA,NA
"2-Benzyl-5-[(3S)-1-isopropyl-3-pyrrolidinyl]-1,3,4-oxadiazole",1.411_272.1717_RP,L3,C16H21N3O,NA,NA,NA,NA
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,1.333_222.09719_RP,L2,C14H10FNO2,NA,NA,NA,NA
2-Hydroxyphenylalanine,10.865_182.0812_RP,L2,C9H11NO3,NA,NA,NA,NA
2-Mercaptoethanol,1.878_79.02128_RP,L2,C2H6OS,cpd:C00928,Mercaptoethanol;2-Mercaptoethanol;Thioglycol,C2H6OS,NA
2-N-(Carboxypropylamino)-2-deoxyglucopyranose,1.244_266.12343_RP,L3,C10H19NO7,NA,NA,NA,NA
2-oxoarginine,1.595_174.08735_RP,L3,C6H11N3O3,cpd:C03771,5-Guanidino-2-oxopentanoate;5-Guanidino-2-oxo-pentanoate;2-Oxo-5-guanidinopentanoate;2-Oxo-5-guanidino-pentanoate;2-Oxoarginine,C6H11N3O3,Arginine and proline metabolism
2-oxoarginine,1.595_174.08735_RP,L3,C6H11N3O3,cpd:C03771,5-Guanidino-2-oxopentanoate;5-Guanidino-2-oxo-pentanoate;2-Oxo-5-guanidinopentanoate;2-Oxo-5-guanidino-pentanoate;2-Oxoarginine,C6H11N3O3,D-Amino acid metabolism
2-oxoarginine,1.595_174.08735_RP,L3,C6H11N3O3,cpd:C03771,5-Guanidino-2-oxopentanoate;5-Guanidino-2-oxo-pentanoate;2-Oxo-5-guanidinopentanoate;2-Oxo-5-guanidino-pentanoate;2-Oxoarginine,C6H11N3O3,Metabolic pathways
"2,2'-Iminodipropanol",2.166_134.11755_RP,L3,C6H15NO2,NA,NA,NA,NA
"2,2,6,6-Tetramethyl-4-piperidinol",2.896_158.15398_RP,L2,C9H19NO,NA,NA,NA,NA
"2,3-Dinor-11β-prostaglandin F2α",16.256_349.19869_RP,L2,C18H30O5,NA,NA,NA,NA
"2,3-Dinor-8-epi-prostaglandin F2α",15.792_344.24316_RP,L2,C18H30O5,NA,NA,NA,NA
"2,4-Pentadienal, 5-oxo-",1.197_97.02842_RP,L3,C5H4O2,NA,NA,NA,NA
"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine",1.371_291.06863_RP,L3,C15H9F3N2O,NA,NA,NA,NA
3-[(5-nitropyridin-2-yl)oxy]-1H-indazole,3.094_257.06317_RP,L3,C12H8N4O3,NA,NA,NA,NA
"3-Cyclohexen-1-one, 4-ethyl-",12.445_125.09608_RP,L3,C8H12O,NA,NA,NA,NA
3-hexylserine,13.749_190.14378_RP,L3,C9H19NO3,NA,NA,NA,NA
3-hydroxy-2-octylpentanedioic acid,16.45_243.15906_RP,L2,C13H24O5,NA,NA,NA,NA
3-hydroxy-3-methylpentanedioic acid,1.393_163.06011_RP,L2,C6H10O5,cpd:C03761,3-Hydroxy-3-methylglutarate;3-Hydorxy-3-methylglutaric acid;beta-Hydroxy-beta-methylglutaric acid;Dicrotalic acid;3-Hydroxy-3-methylpentanedioic acid;Meglutol,C6H10O5,NA
3-hydroxy-3-methylpentanedioic acid,1.196_180.08668_RP,L2,C6H10O5,cpd:C03761,3-Hydroxy-3-methylglutarate;3-Hydorxy-3-methylglutaric acid;beta-Hydroxy-beta-methylglutaric acid;Dicrotalic acid;3-Hydroxy-3-methylpentanedioic acid;Meglutol,C6H10O5,NA
3-hydroxynonanoate,13.925_197.11476_RP,L3,C9H18O3,NA,NA,NA,NA
3-Hydroxysebacate,12.826_241.10462_RP,L3,C10H18O5,NA,NA,NA,NA
3-methanesulfinylpropanoic acid,2.434_137.0267_RP,L3,C4H8O3S,NA,NA,NA,NA
3-methyl-4-(trimethylazaniumyl)butanoate,1.779_160.13323_RP,L3,C8H17NO2,NA,NA,NA,NA
"3-nitrobenzaldehyde N-[3-(tert-butyl)-4-oxo-5-phenyl-1,3-thiazolan-2-ylidene]hydrazone",1.262_334.19733_RP,L3,C20H20N4O3S,NA,NA,NA,NA
3-Ureidopropionic acid,1.927_133.06076_RP,L2,C4H8N2O3,cpd:C08264,L-Albizziine;Albizziin;L-2-Amino-3-ureidopropionic acid,C4H9N3O3,NA
"4-(1-adamantyl)-2-methyl-1,3-thiazole",1.377_234.13365_RP,L3,C14H19NS,NA,NA,NA,NA
4-(4-Hydroxybutanamido)butanoic acid,1.854_190.10742_RP,L3,C8H15NO4,NA,NA,NA,NA
"4-(4-methoxyphenyl)-2-(methylanilino)-6-oxo-1,6-dihydropyrimidine-5-carbonitrile",1.408_333.12926_RP,L3,C19H16N4O2,NA,NA,NA,NA
"4-(4-methoxyphenyl)-2-(methylanilino)-6-oxo-1,6-dihydropyrimidine-5-carbonitrile",1.606_333.12927_RP,L3,C19H16N4O2,NA,NA,NA,NA
4-amino-5-[[1-[(1-carboxy-2-phenylethyl)amino]-4-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid,13.019_408.21291_RP,L3,C20H29N3O6,NA,NA,NA,NA
4-guanidinobutanal,1.903_130.09748_RP,L3,C5H11N3O,cpd:C02647,4-Guanidinobutanal,C5H11N3O,Arginine and proline metabolism
4-guanidinobutanal,1.903_130.09748_RP,L3,C5H11N3O,cpd:C02647,4-Guanidinobutanal,C5H11N3O,Metabolic pathways
4-Guanidinobutyric acid,1.893_146.09243_RP,L1,C5H11N3O2,cpd:C01035,4-Guanidinobutanoate;4-Guanidinobutyric acid,C5H11N3O2,Arginine and proline metabolism
4-Guanidinobutyric acid,1.893_146.09243_RP,L1,C5H11N3O2,cpd:C01035,4-Guanidinobutanoate;4-Guanidinobutyric acid,C5H11N3O2,Metabolic pathways
"4-Hydroxy-2,2,6,6-tetramethyl-1-piperidineethanol",3.295_202.17954_RP,L3,C11H23NO2,NA,NA,NA,NA
"4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid",14.097_213.11216_RP,L2,C11H16O4,NA,NA,NA,NA
4-Morpholinepropanesulfonic acid,1.349_210.0794_RP,L2,C7H15NO4S,NA,NA,NA,NA
4-OHE2-1-N7Gua,1.247_438.20824_RP,L3,C23H27N5O4,NA,NA,NA,NA
"4-Oxo-3,4-dihydroquinazoline-2-carbohydrazide",1.167_205.06821_RP,L2,C9H8N4O2,NA,NA,NA,NA
4-oxododecanedioic acid,13.688_267.12028_RP,L2,C12H20O5,NA,NA,NA,NA
4-oxododecanedioic acid,13.781_267.1203_RP,L2,C12H20O5,NA,NA,NA,NA
4-oxododecanedioic acid,13.747_227.12696_RP,L2,C12H20O5,NA,NA,NA,NA
4-oxododecanedioic acid,13.75_227.12546_RP,L2,C12H20O5,NA,NA,NA,NA
"4,6-Dioxoheptanoic acid",8.684_159.06523_RP,L3,C7H10O4,NA,NA,NA,NA
"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",13.926_229.14345_RP,L2,C12H20O4,NA,NA,NA,NA
"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",16.283_251.12544_RP,L2,C12H20O4,NA,NA,NA,NA
"5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",17.47_377.22991_RP,L2,C20H34O5,NA,NA,NA,NA
"5-amino-2-[[5-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]-5-oxopentanoyl]amino]-5-oxopentanoic acid",1.387_403.1936_RP,L3,C15H26N6O7,NA,NA,NA,NA
5-Methyl-L-norleucine,8.045_146.11758_RP,L3,C7H15NO2,NA,NA,NA,NA
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,4.159_267.05874_RP,L3,C11H16O5,NA,NA,NA,NA
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,4.178_267.05875_RP,L3,C11H16O5,NA,NA,NA,NA
6-Aminocaproic acid,1.317_132.10191_RP,L2,C6H13NO2,cpd:C02378,6-Aminohexanoate;6-Aminohexanoic acid;Epsilcapramine;6-Aminocaproic acid,C6H13NO2,Caprolactam degradation
6-Aminocaproic acid,1.317_132.10191_RP,L2,C6H13NO2,cpd:C02378,6-Aminohexanoate;6-Aminohexanoic acid;Epsilcapramine;6-Aminocaproic acid,C6H13NO2,Metabolic pathways
6-Aminocaproic acid,1.317_132.10191_RP,L2,C6H13NO2,cpd:C02378,6-Aminohexanoate;6-Aminohexanoic acid;Epsilcapramine;6-Aminocaproic acid,C6H13NO2,Microbial metabolism in diverse environments
"6-methyl-1-(2-methylphenyl)-3-propylfuro[3,2-d]pyrimidine-2,4(1H,3H)-dione",8.198_337.08938_RP,L3,C17H18N2O3,NA,NA,NA,NA
7-Oxobenz[de]anthracene,3.488_231.08355_RP,L3,C17H10O,NA,NA,NA,NA
7-Oxobenz[de]anthracene,4.143_231.08389_RP,L3,C17H10O,NA,NA,NA,NA
8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,19.123_293.20892_RP,L3,C18H28O3,NA,NA,NA,NA
8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,18.543_293.2111_RP,L2,C18H28O3,NA,NA,NA,NA
8-Amino-2''-nordeoxyguanosine,11.051_271.11523_RP,L3,C9H14N6O4,NA,NA,NA,NA
8-Oxo-2-nonenal,14.617_155.10669_RP,L3,C9H14O2,NA,NA,NA,NA
"8Z,11Z,14Z-Eicosatrienoic acid",20.327_307.26299_RP,L2,C20H34O2,NA,NA,NA,NA
9-Aminononanoic acid,9.5_174.14887_RP,L3,C9H19NO2,NA,NA,NA,NA
9-Nitrooleate,18.24_328.24825_RP,L2,C18H33NO4,NA,NA,NA,NA
9-Riburonosylhypoxanthine,6.15_283.06729_RP,L3,C10H10N4O6,cpd:C11631,9-Riburonosylhypoxanthine,C10H10N4O6,NA
"9,12-Octadecadiynoicacid",17.999_277.21618_RP,L3,C18H28O2,NA,NA,NA,NA
"9,12-Octadecadiynoicacid",16.834_277.21618_RP,L3,C18H28O2,NA,NA,NA,NA
"9,15-Octadecadiynoic acid",19.805_277.2162_RP,L3,C18H28O2,NA,NA,NA,NA
"9S,13R-12-Oxophytodienoic acid",19.094_293.21074_RP,L2,C18H28O3,NA,NA,NA,NA
"9S,13R-12-Oxophytodienoic acid",18.745_293.2111_RP,L2,C18H28O3,NA,NA,NA,NA
"9S,13R-12-Oxophytodienoic acid",19.263_293.211_RP,L2,C18H28O3,NA,NA,NA,NA
"9S,13R-12-Oxophytodienoic acid",16.968_293.21109_RP,L2,C18H28O3,NA,NA,NA,NA
Aceanthrenequinone,1.211_233.06312_RP,L3,C16H8O2,NA,NA,NA,NA
Acetophenone,3.769_121.06477_RP,L2,C8H8O,cpd:C01484,"Chalcone;Benzylideneacetophenone;1,3-Diphenyl-2-propen-1-one",C15H12O,NA
Acetyl-O-acetyl-L-threonine,1.259_204.08653_RP,L3,C8H13NO5,NA,NA,NA,NA
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Glycerophospholipid metabolism
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,cAMP signaling pathway
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Neuroactive ligand-receptor interaction
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Synaptic vesicle cycle
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Cholinergic synapse
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Taste transduction
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Regulation of actin cytoskeleton
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Insulin secretion
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Salivary secretion
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Gastric acid secretion
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Pancreatic secretion
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Bile secretion
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Folate transport and metabolism
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Pathways of neurodegeneration - multiple diseases
Acetylcholine,1.26_146.11758_RP,L3,C7H16NO2,cpd:C01996,Acetylcholine;O-Acetylcholine,C7H16NO2,Nicotine addiction
Acipimox,1.065_155.04273_RP,L3,C6H6N2O3,NA,NA,NA,NA
Acrylacetaldehyde,1.414_99.04406_RP,L3,C5H6O2,NA,NA,NA,NA
ADB-PINACA,14.83_345.22722_RP,L2,C19H28N4O2,NA,NA,NA,NA
ADB-PINACA,15.808_367.20925_RP,L2,C19H28N4O2,NA,NA,NA,NA
ADB-PINACA,15.009_367.20912_RP,L2,C19H28N4O2,NA,NA,NA,NA
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Oxidative phosphorylation
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Thiamine metabolism
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Nicotinate and nicotinamide metabolism
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Drug metabolism - other enzymes
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Metabolic pathways
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Biosynthesis of cofactors
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Efferocytosis
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,AMPK signaling pathway
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Longevity regulating pathway
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Longevity regulating pathway - worm
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Aldosterone synthesis and secretion
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Alcoholic liver disease
Adenine,1.965_136.06178_RP,L1,C5H5N5,cpd:C00003,NAD+;NAD;Nicotinamide adenine dinucleotide;DPN;Diphosphopyridine nucleotide;Nadide;beta-NAD+,C21H28N7O14P2,Vitamin digestion and absorption
