Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Lysine degradation
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Tryptophan metabolism
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Methane metabolism
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Lipoic acid metabolism
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Metabolic pathways
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of secondary metabolites
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Microbial metabolism in diverse environments
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,2-Oxocarboxylic acid metabolism
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of amino acids
Adipic acid,2.092_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of cofactors
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Lysine biosynthesis
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Lysine degradation
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Tryptophan metabolism
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Methane metabolism
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Lipoic acid metabolism
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Metabolic pathways
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of secondary metabolites
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Microbial metabolism in diverse environments
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,2-Oxocarboxylic acid metabolism
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of amino acids
Adipic acid,1.887_146.05793_HILIC,L1,C6H10O4,cpd:C00322,2-Oxoadipate;2-Oxoadipic acid;2-Oxohexanedioic acid,C6H8O5,Biosynthesis of cofactors
allantoate,11.734_176.0545_HILIC,L3,C4H8N4O4,cpd:C00499,Allantoate;Allantoic acid,C4H8N4O4,Purine metabolism
allantoate,11.734_176.0545_HILIC,L3,C4H8N4O4,cpd:C00499,Allantoate;Allantoic acid,C4H8N4O4,Metabolic pathways
allantoate,11.734_176.0545_HILIC,L3,C4H8N4O4,cpd:C00499,Allantoate;Allantoic acid,C4H8N4O4,Microbial metabolism in diverse environments
Allantoin,5.015_158.0439_HILIC,L1,C4H6N4O3,cpd:C01551,Allantoin;5-Ureidohydantoin;Glyoxyldiureide,C4H6N4O3,NA
an aldose,8.073_90.03167_HILIC,L3,C3H6O3,NA,NA,NA,NA
Apigenin,1.26_270.05289_HILIC,L1,C15H10O5,cpd:C01460,Vitexin;Apigenin 8-C-glucoside,C21H20O10,Flavonoid biosynthesis
Apigenin,1.26_270.05289_HILIC,L1,C15H10O5,cpd:C01460,Vitexin;Apigenin 8-C-glucoside,C21H20O10,Flavone and flavonol biosynthesis
Azelaic acid,1.452_188.10488_HILIC,L1,C9H16O4,cpd:C08261,"Azelaic acid;Nonanedioic acid;1,7-Heptanedicarboxylic acid",C9H16O4,NA
bmse000397,11.438_165.04592_HILIC,L3,C5H11NO3S,NA,NA,NA,NA
"Butanoic acid, 4-hydroxy-3-(hydroxymethyl)-3-methyl-",3.006_148.07364_HILIC,L3,C6H12O4,NA,NA,NA,NA
Corchorifatty acid F,1.167_282.21973_HILIC,L2,C18H32O5,NA,NA,NA,NA
Corchorifatty acid F,1.408_328.2252_HILIC,L2,C18H32O5,NA,NA,NA,NA
Corchorifatty acid F,1.512_328.2252_HILIC,L2,C18H32O5,NA,NA,NA,NA
Corchorifatty acid F,1.594_328.2252_HILIC,L2,C18H32O5,NA,NA,NA,NA
Corchorifatty acid F,1.65_328.2252_HILIC,L2,C18H32O5,NA,NA,NA,NA
Corchorifatty acid F,1.243_328.22522_HILIC,L2,C18H32O5,NA,NA,NA,NA
Cytidine,7.323_243.08555_HILIC,L1,C9H13N3O5,cpd:C00055,CMP;Cytidine-5'-monophosphate;Cytidylic acid,C9H14N3O8P,Pyrimidine metabolism
Cytidine,7.323_243.08555_HILIC,L1,C9H13N3O5,cpd:C00055,CMP;Cytidine-5'-monophosphate;Cytidylic acid,C9H14N3O8P,Metabolic pathways
Cytidine,7.323_243.08555_HILIC,L1,C9H13N3O5,cpd:C00055,CMP;Cytidine-5'-monophosphate;Cytidylic acid,C9H14N3O8P,Nucleotide metabolism
D-(+)-Glucose,9.54_180.06335_HILIC,L2,C6H12O6,NA,NA,NA,NA
D-(+)-Maltose,13.798_342.11641_HILIC,L2,C12H22O11,NA,NA,NA,NA
D-(+)-Raffinose,14.168_504.16936_HILIC,L1,C18H32O16,NA,NA,NA,NA
D-(+)-Raffinose,14.013_504.16934_HILIC,L1,C18H32O16,NA,NA,NA,NA
D-Arginine,13.363_174.1116_HILIC,L1,C6H14N4O2,cpd:C00792,D-Arginine;D-2-Amino-5-guanidinovaleric acid,C6H14N4O2,D-Amino acid metabolism
D-Arginine,13.363_174.1116_HILIC,L1,C6H14N4O2,cpd:C00792,D-Arginine;D-2-Amino-5-guanidinovaleric acid,C6H14N4O2,Metabolic pathways
D-Melezitose,13.631_504.16929_HILIC,L1,C18H32O16,NA,NA,NA,NA
D-Pantothenic acid,3.327_219.1106_HILIC,L1,C9H17NO5,NA,NA,NA,NA
Dodecanedioic acid,1.5_230.15178_HILIC,L1,C12H22O4,cpd:C02678,Dodecanedioic acid,C12H22O4,NA
Dodecanedioic acid,1.288_230.15181_HILIC,L1,C12H22O4,cpd:C02678,Dodecanedioic acid,C12H22O4,NA
Eicosapentaenoic acid,1.124_302.22485_HILIC,L2,C20H30O2,cpd:C06428,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid;(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid;Eicosapentaenoic acid;5,8,11,14,17-Icosapentaenoic acid;(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate;(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate;5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid;(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid",C20H30O2,Biosynthesis of unsaturated fatty acids
Epitope ID:153762,14.957_666.22171_HILIC,L3,C24H42O21,NA,NA,NA,NA
Epitope ID:153763,16.146_828.27434_HILIC,L3,C30H52O26,NA,NA,NA,NA
ethyl 4-[2-(4-methylbenzoyl)hydrazino]-2-(trifluoromethyl)pyrimidine-5-carboxylate,8.096_368.1127_HILIC,L3,C16H15F3N4O3,NA,NA,NA,NA
ethyl 4-[2-(4-methylbenzoyl)hydrazino]-2-(trifluoromethyl)pyrimidine-5-carboxylate,9.567_368.11271_HILIC,L3,C16H15F3N4O3,NA,NA,NA,NA
floionic acid,1.686_346.23589_HILIC,L3,C18H34O6,NA,NA,NA,NA
floionic acid,1.374_346.23586_HILIC,L3,C18H34O6,NA,NA,NA,NA
gingerol,1.184_294.18325_HILIC,L3,C17H26O4,cpd:C10462,[6]-Gingerol;(S)-(+)-[6]Gingerol;6-Gingerol,C17H26O4,"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
gingerol,1.184_294.18325_HILIC,L3,C17H26O4,cpd:C10462,[6]-Gingerol;(S)-(+)-[6]Gingerol;6-Gingerol,C17H26O4,Biosynthesis of secondary metabolites
Gluconic acid,12.068_196.05831_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Pentose phosphate pathway
Gluconic acid,12.068_196.05831_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Metabolic pathways
Gluconic acid,12.068_196.05831_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Biosynthesis of secondary metabolites
Gluconic acid,12.068_196.05831_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Microbial metabolism in diverse environments
Gluconic acid,12.068_196.05831_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Carbon metabolism
Gluconic acid,13.634_196.05828_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Pentose phosphate pathway
Gluconic acid,13.634_196.05828_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Metabolic pathways
Gluconic acid,13.634_196.05828_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Biosynthesis of secondary metabolites
Gluconic acid,13.634_196.05828_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Microbial metabolism in diverse environments
Gluconic acid,13.634_196.05828_HILIC,L2,C6H12O7,cpd:C00198,"D-Glucono-1,5-lactone;Gluconic lactone;Gluconic acid lactone;1,5-Gluconolactone;delta-Gluconolactone;D-Gluconolactone;Gluconolactone",C6H10O6,Carbon metabolism
Glucosan,12.017_162.05278_HILIC,L3,C6H10O5,cpd:C22350,"Levoglucosan;1,6-Anhydro-beta-D-glucopyranose",C6H10O5,NA
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Arginine biosynthesis
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Alanine, aspartate and glutamate metabolism"
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Arginine and proline metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Carbapenem biosynthesis
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Histidine metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Taurine and hypotaurine metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,D-Amino acid metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glutathione metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Neomycin, kanamycin and gentamicin biosynthesis"
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glyoxylate and dicarboxylate metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Butanoate metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,C5-Branched dibasic acid metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Porphyrin metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Nitrogen metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Aminoacyl-tRNA biosynthesis
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of various other secondary metabolites
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of various antibiotics
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of plant secondary metabolites
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Metabolic pathways
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of secondary metabolites
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Microbial metabolism in diverse environments
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Carbon metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,2-Oxocarboxylic acid metabolism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of amino acids
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of cofactors
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,ABC transporters
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Two-component system
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,FoxO signaling pathway
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Phospholipase D signaling pathway
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Neuroactive ligand-receptor interaction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Ferroptosis
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Gap junction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Circadian entrainment
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Long-term potentiation
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Synaptic vesicle cycle
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Retrograde endocannabinoid signaling
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glutamatergic synapse
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,GABAergic synapse
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Long-term depression
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Taste transduction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Proximal tubule bicarbonate reclamation
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Protein digestion and absorption
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Amyotrophic lateral sclerosis
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Huntington disease
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Spinocerebellar ataxia
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Pathways of neurodegeneration - multiple diseases
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Cocaine addiction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Amphetamine addiction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Nicotine addiction
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Alcoholism
glutamin,11.502_146.06918_HILIC,L3,C5H10N2O3,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Central carbon metabolism in cancer
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Citrate cycle (TCA cycle)
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Pentose and glucuronate interconversions
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Ascorbate and aldarate metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Arginine biosynthesis
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,"Alanine, aspartate and glutamate metabolism"
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Lysine biosynthesis
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Lysine degradation
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Histidine metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Furfural degradation
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Taurine and hypotaurine metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,D-Amino acid metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Glyoxylate and dicarboxylate metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Butanoate metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,C5-Branched dibasic acid metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Other carbon fixation pathways
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Lipoic acid metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of various other secondary metabolites
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of various antibiotics
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of plant secondary metabolites
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of phenylpropanoids
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of terpenoids and steroids
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of alkaloids derived from shikimate pathway
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of alkaloids derived from histidine and purine
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of alkaloids derived from terpenoid and polyketide
